"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"426","Kenny Pickett","PIT","qb","9","17","107.5","0","139.7383","212.9029","1464.0748","8.3064","6.0045","18.5711","28.2462","157.6201","1.1921","0","0","0","0","3.9198","1.9599","0.3748","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"427","Deshaun Watson","CLV","qb","9","6","102.2","0","120.8166","185.1542","1392.2051","7.7729","4.3589","16.4472","35.0636","139.3205","1.1642","0","0","0","0","3.5224","1.7612","0.322","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"428","Drew Lock","SEA","qb","11","17","102.1","0","129.1238","212.0604","1512.1464","8.0322","5.5667","12.9458","21.3585","78.4393","1.3589","0","0","0","0","3.4987","1.7493","0.4074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"429","Desmond Ridder","ATL","qb","14","17","98.1","0","119.9508","194.8818","1464.2983","6.8234","5.3852","16.2981","26.0963","110.1792","1.2748","0","0","0","0","3.6344","1.8172","0.3937","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"430","Taysom Hill","NO","qb","14","17","60.7","0","0","0","0","0","0","0","27.8975","109.7194","1.568","22.8594","17.1465","177.4305","1.0527","2.11","1.055","0.0609","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"431","Andy Dalton","NO","qb","14","17","20.7","0","25.6345","41.1712","282.0248","1.5833","0.9163","2.7395","10.1863","17.771","0.4186","0","0","0","0","0.9849","0.4925","0.0934","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"432","Malik Willis","TEN","qb","6","17","8.2","0","7.4677","10.4383","76.2255","0.4896","0.2816","1.0115","6.029","19.5287","0.2922","0","0","0","0","0.5485","0.2742","0.0219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"433","Jordan Love","GB","qb","14","17","7.9","0","8.3349","11.8784","96.6141","0.7012","0.4281","0.8668","4.8259","5.682","0.2006","0","0","0","0","0.4945","0.2473","0.0572","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"434","Blaine Gabbert","TB","qb","11","17","7.8","0","9.6539","12.7836","108.1953","0.8041","0.3545","0.9535","1.0954","4.5291","0.0366","0","0","0","0","0.2215","0.1107","0.0287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"435","John Wolford","LA","qb","7","17","7.4","0","8.7701","12.0958","101.4041","0.7568","0.2502","0.9194","0.6508","4.3979","0.0259","0","0","0","0","0.1514","0.0757","0.0275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"436","Case Keenum","BUF","qb","7","17","7.2","0","8.5603","13.259","99.8467","0.7091","0.249","0.6971","0.7484","4.4351","0.0349","0","0","0","0","0.2011","0.1006","0.026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"437","Chad Henne","KC","qb","8","17","7.1","0","8.7631","13.3448","100.0277","0.7034","0.3191","0.8863","0.7609","4.3355","0.0409","0","0","0","0","0.1983","0.0992","0.0238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"438","Jarrett Stidham","LV","qb","6","17","6.9","0","8.5809","11.9972","94.4333","0.6112","0.3899","0.9459","2.665","5.2125","0.0989","0","0","0","0","0.3128","0.1564","0.0314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"439","Chase Daniel","LAC","qb","8","17","6.8","0","8.8752","12.6875","99.2433","0.6619","0.3864","1.0818","1.0856","4.3995","0.0371","0","0","0","0","0.1972","0.0986","0.0256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"440","Cooper Rush","DAL","qb","9","17","6.6","0","8.5272","12.6471","97.4647","0.6381","0.3686","0.7839","0.5625","4.191","0.0249","0","0","0","0","0.1689","0.0844","0.0143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"441","Tyrod Taylor","NYG","qb","9","17","6.4","0","7.3381","10.9336","83.5299","0.5389","0.1644","1.0218","1.5872","6.1493","0.0848","0","0","0","0","0.1663","0.0832","0.014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"442","Teddy Bridgewater","MIA","qb","11","17","6.4","0","8.1678","12.1372","87.5079","0.5189","0.2346","0.7983","1.8341","4.6905","0.0969","0","0","0","0","0.1635","0.0817","0.0219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"443","Nick Foles","IND","qb","14","17","6.2","0","8.0185","12.1309","90.9067","0.5931","0.2254","0.6361","0.6322","2.8136","0.0295","0","0","0","0","0.156","0.078","0.0221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"444","Nick Mullens","MIN","qb","7","17","6.1","0","7.8659","12.3091","92.2453","0.5958","0.3891","0.6675","0.4689","2.8191","0.0295","0","0","0","0","0.1881","0.0941","0.0145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"445","Colt McCoy","ARZ","qb","13","17","5.9","0","8.4082","12.6778","85.9473","0.5599","0.3041","0.8109","1.0811","4.2413","0.0289","0","0","0","0","0.2263","0.1132","0.0287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"446","Taylor Heinicke","WAS","qb","14","17","5.9","0","7.8834","11.7422","82.67","0.4966","0.3077","0.8622","1.3356","6.7859","0.0534","0","0","0","0","0.1632","0.0816","0.0169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"447","Gardner Minshew","PHI","qb","7","17","5.9","0","6.9692","11.5365","84.9365","0.4987","0.1642","0.851","1.8862","4.7618","0.045","0","0","0","0","0.2218","0.1109","0.0141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"448","Tyler Huntley","BLT","qb","10","17","5.9","0","6.8949","10.9071","76.3713","0.4194","0.2166","0.9051","1.956","9.7364","0.0841","0","0","0","0","0.2158","0.1079","0.0201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"449","Brian Hoyer","NE","qb","10","17","5.8","0","7.3043","11.2545","85.533","0.5449","0.2312","0.6515","0.6769","3.2459","0.0287","0","0","0","0","0.1831","0.0916","0.0252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"450","Kyle Allen","HST","qb","6","17","5.8","0","7.8264","11.8696","88.2066","0.4734","0.2564","1.0816","0.6336","4.1904","0.0349","0","0","0","0","0.1689","0.0845","0.0218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"451","Jimmy Garoppolo","SF","qb","9","17","5.6","0","6.8936","11.3176","82.0545","0.5046","0.2976","0.7382","2.1064","2.1831","0.0852","0","0","0","0","0.2645","0.1322","0.0197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"452","C.J. Beathard","JAX","qb","11","17","5.6","0","7.6596","12.3691","84.8874","0.4691","0.3951","0.8186","1.1311","4.9495","0.0573","0","0","0","0","0.2276","0.1138","0.0199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"453","Brett Rypien","DEN","qb","9","17","5.5","0","6.9713","11.8591","82.2841","0.5159","0.4773","0.8344","0.8298","4.2973","0.0419","0","0","0","0","0.1798","0.0899","0.0256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"454","Joe Flacco","NYJ","qb","10","17","5.1","0","6.8955","12.0704","78.4873","0.4157","0.2045","0.8355","0.5991","3.7212","0.0359","0","0","0","0","0.1886","0.0943","0.0191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"455","Sam Darnold","CAR","qb","13","13","5","0","5.9229","9.1255","63.8546","0.34","0.2746","0.7476","2.2691","5.7744","0.1377","0","0","0","0","0.2654","0.1327","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"456","Trevor Siemian","CHI","qb","14","17","4.8","0","6.9297","12.1706","72.5818","0.3909","0.3224","0.9373","2.3492","2.8221","0.0828","0","0","0","0","0.321","0.1605","0.0191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"457","Joshua Dobbs","CLV","qb","9","11","3.4","0","4.5524","7.2633","52.4238","0.2918","0.292","0.51","0.7854","2.8995","0.0248","0","0","0","0","0.1184","0.0592","0.0126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"458","Phillip Walker","CAR","qb","13","4","1.3","0","1.7999","2.8349","19.4107","0.1039","0.1442","0.215","0.6613","1.0655","0.0246","0","0","0","0","0.0856","0.0428","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"459","Feleipe Franks","ATL","qb","14","17","0.3","0","0.3691","0.5903","4.5055","0.021","0.0151","0.0555","0.0449","0.4312","0.0007","0","0","0","0","0.0081","0.0041","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"460","Sam Howell","WAS","qb","14","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"461","Robbie Gould","SF","k","9","17","156.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.1148","6.1148","5.3505","5.8855","11.4653","13.3761","6.1148","8.7354","45.75","47.4657","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"462","Evan McPherson","CIN","k","10","17","155.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1429","4.1575","9.4695","9.4694","6.5103","8.9515","8.2858","9.6667","47.186","49.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"463","Brandon McManus","DEN","k","9","17","153.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5894","8.1732","5.6921","6.2612","7.5894","8.0637","8.5381","13.6609","41.0442","43.8748","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"464","Harrison Butker","KC","k","8","17","153.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0008","3.0008","11.253","11.7422","6.0016","7.6383","7.502","9.1095","49.3767","53.708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"465","Matt Prater","ARZ","k","13","17","153.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.5106","8.5105","8.5106","9.5743","3.8684","6.6316","8.5106","12.7657","43.9749","47.043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"466","Cade York","CLV","k","9","17","151.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9996","4.0471","6.6659","7.1715","13.3319","17.3828","5.3327","7.972","39.8917","43.26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467","Greg Joseph","MIN","k","7","17","151.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.1738","6.1883","9.2607","10.1024","6.9455","8.9423","6.9455","9.0566","43.034","47.8156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"468","Nick Folk","NE","k","10","17","150.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.6054","6.6054","8.0733","8.0732","8.8073","9.1901","5.8715","9.2266","42.0083","46.5497","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"469","Brett Maher","DAL","k","9","17","149.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.986","4.0143","12.7553","14.2844","7.1749","8.3412","4.7833","7.9451","46.9201","56.3041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"470","Graham Gano","NYG","k","9","17","149.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4546","4.4598","11.5818","12.045","4.4546","4.4545","8.9091","11.8787","39.0907","41.1482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"471","Rodrigo Blankenship","IND","k","14","17","149.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.4749","5.4748","8.6034","10.2164","13.2961","16.1452","1.5643","3.12","45.9572","48.6606","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"472","Justin Tucker","BLT","k","10","17","149.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5569","5.5568","7.1445","7.5647","11.9075","14.0724","4.763","6.1919","39.5304","39.9901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"473","Joey Slye","WAS","k","14","17","149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.7001","9.135","4.35","4.35","13.0501","17.3999","3.48","6.96","40.2075","45.7261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"474","Jake Elliott","PHI","k","7","17","148.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.7748","8.2802","8.4684","8.4684","11.8558","14.0787","2.5405","4.0085","42.5258","43.7237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"475","Matt Gay","LA","k","7","17","148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.3898","4.395","11.2882","11.7222","8.1526","9.5112","3.7627","5.3701","49.5286","50.1555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"476","Dustin Hopkins","LAC","k","8","17","147.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0123","0","8.0986","8.0985","6.074","6.5077","10.1233","12.8486","3.037","6.5046","46.5134","50.3896","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"477","Daniel Carlson","LV","k","6","17","147.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.1768","8.4493","8.1768","8.1767","8.8058","10.4568","4.4029","4.8431","41.3171","44.0353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"478","Randy Bullock","TEN","k","6","17","145.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4269","4.4373","11.5099","12.6059","12.3952","17.3532","0.8854","1.3262","43.8064","46.4217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"479","Chris Boswell","PIT","k","9","17","145.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.281","6.2809","6.281","6.7296","9.0726","10.505","6.9789","8.3746","36.452","39.7163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"480","Tyler Bass","BUF","k","7","17","144.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0631","13.063","6.967","9.1106","4.3544","5.6941","3.4835","5.0317","49.4413","51.4676","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"481","Mason Crosby","GB","k","14","17","144.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.6068","6.6067","11.7454","16.8839","5.8727","8.4827","2.9364","3.5217","50.8464","53.5462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"482","Ryan Succop","TB","k","11","17","143.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.1976","8.1975","7.4523","7.791","8.9428","12.0989","1.4905","2.4785","53.2132","56.9842","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"483","Austin Seibert","DET","k","6","17","142.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9042","3.9505","10.7364","10.8125","11.7125","17.3082","2.9281","5.1528","37.1511","40.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"484","Ka'imi Fairbairn","HST","k","6","17","142.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.9953","6.9952","4.9966","4.9966","6.9953","10.1042","8.9939","13.4907","33.4645","37.4802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"485","Riley Patterson","JAX","k","11","17","142.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0926","7.1513","7.0926","7.2983","6.0794","7.0676","8.1058","13.4639","34.6655","34.6655","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"486","Wil Lutz","NO","k","14","17","139.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.7777","8.6758","12.6388","12.6387","4.8611","6.0763","3.8889","7.7566","39.0049","39.6144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"487","Jason Sanders","MIA","k","11","16","138.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.3193","5.3193","7.979","9.1188","8.8656","10.6386","5.3193","7.9789","36.9841","37.5124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"488","Jason Myers","SEA","k","11","17","138.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4611","2.4785","13.5359","15.2277","6.1527","6.9217","6.1527","8.0228","34.692","37.2483","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"489","Eddy Pineiro","CAR","k","13","17","137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.5675","9.6582","2.8702","3.0418","10.5242","12.5757","4.7837","6.8141","33.6499","37.3887","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"490","Younghoe Koo","ATL","k","14","17","136.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3076","7.3076","8.2211","8.6321","8.2211","9.7624","4.5673","4.9478","34.1678","35.7949","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"491","Greg Zuerlein","NYJ","k","10","17","134.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0266","7.0265","9.0342","9.3567","8.0304","9.2982","4.0152","10.0378","34.4827","38.4615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"492","Cairo Santos","CHI","k","14","17","132.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.2271","9.227","4.6135","4.6135","11.9952","13.7943","1.8454","3.4528","33.5031","34.5667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"493","Bills DST","BUF","dst","7","17","121.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.4587","0.5899","13.4159","17.2674","8.6337","2.0715","1170.7894","0.7629","0.3694","0.8898","2.4461","4.0198","4.3076","3.0271","1.9403","0","0","0","0","0","0","0","0","0","0"
"494","Packers DST","GB","dst","14","17","121.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.7024","0.5846","14.4954","18.6894","9.3447","2.1006","1023.9918","0.7282","0.3346","0.8234","2.3156","3.9132","4.3292","3.1517","2.1323","0","0","0","0","0","0","0","0","0","0"
"495","49ers DST","SF","dst","9","17","119.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.1113","0.5875","14.7655","17.1547","8.5774","2.3185","1068.7261","0.7788","0.2926","0.7473","2.1803","3.8304","4.3927","3.2927","2.264","0","0","0","0","0","0","0","0","0","0"
"496","Rams DST","LA","dst","7","17","118.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.6131","0.5952","15.0134","16.9023","8.4511","1.7364","1110.4491","0.8239","0.2834","0.7304","2.1397","3.7769","4.3683","3.3247","2.3766","0","0","0","0","0","0","0","0","0","0"
"497","Buccaneers DST","TB","dst","11","17","115.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0258","0.5638","14.3873","17.3079","8.6539","1.6277","1063.9234","0.7549","0.3271","0.8097","2.2905","3.9002","4.3514","3.1874","2.1337","0","0","0","0","0","0","0","0","0","0"
"498","Browns DST","CLV","dst","9","17","114.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.7356","0.6302","14.8409","17.5847","8.7924","1.8105","1232.9019","0.7772","0.269","0.7028","2.0879","3.7408","4.3876","3.3791","2.4328","0","0","0","0","0","0","0","0","0","0"
"499","Eagles DST","PHI","dst","7","17","112.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.0246","0.6122","13.2491","19.0219","9.5109","1.6178","1188.1263","0.8349","0.253","0.6844","2.0774","3.7707","4.4357","3.3929","2.386","0","0","0","0","0","0","0","0","0","0"
"500","Saints DST","NO","dst","14","17","110.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.3241","0.6378","13.9803","17.7382","8.8691","1.9019","1237.4586","0.7462","0.2474","0.6589","1.9952","3.6543","4.3907","3.4681","2.5854","0","0","0","0","0","0","0","0","0","0"
"501","Cowboys DST","DAL","dst","9","17","109.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.156","0.597","13.0896","18.3546","9.1773","1.8139","1227.5056","0.8371","0.2507","0.6721","2.0331","3.7008","4.4006","3.4315","2.5112","0","0","0","0","0","0","0","0","0","0"
"502","Bengals DST","CIN","dst","10","17","109.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.0942","0.599","13.782","17.9014","8.9507","1.5816","1181.4476","0.7801","0.2602","0.6932","2.0786","3.7398","4.391","3.3837","2.4535","0","0","0","0","0","0","0","0","0","0"
"503","Chiefs DST","KC","dst","8","17","109.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.1707","0.5895","13.507","16.4103","8.2052","2.1083","1112.6464","0.8712","0.2584","0.6815","2.0423","3.6962","4.3848","3.4203","2.5165","0","0","0","0","0","0","0","0","0","0"
