Date,Redraft PPR ADP,Redraft SF ADP,Redraft Half PPR ADP,Dynasty PPR ADP,Dynasty SF ADP,Dynasty Half PPR ADP,IDP ADP,Player Team,Player First Name,Player Last Name,Fantasy Player Position,Player Id,Positional Rank
17-Aug-22,122.3,44,123.8,164.4,81.4,167.2,113.7,MIN,Kirk,Cousins,QB,1166,QB15
17-Aug-22,123,139.3,130.9,142.2,156.9,151.9,164.8,NE,Hunter,Henry,TE,3214,TE15
17-Aug-22,124.6,279.8,153.8,220.8,,242,260.5,BAL,Justin,Tucker,K,1264,K1
17-Aug-22,125.2,230.3,153.8,185.5,,243.5,347.6,BUF,Buffalo,Bills,DEF,BUF,DEF1
17-Aug-22,125.7,234.1,155.7,219.1,,241,258.3,CIN,Evan,McPherson,K,7839,K2
17-Aug-22,127.2,232.5,158.4,186.4,,244.3,348.2,LAR,Los Angeles,Rams,DEF,LAR,DEF2
17-Aug-22,128.3,233.9,157.5,187.1,,244.9,349.5,TB,Tampa Bay,Buccaneers,DEF,TB,DEF3
17-Aug-22,129.3,289.6,159.8,223.1,,285.9,263.8,KC,Harrison,Butker,K,4227,K3
17-Aug-22,130.7,286.6,160.5,226.3,,291.8,,BAL,Baltimore,Ravens,DEF,BAL,DEF4
17-Aug-22,131.2,281.5,164.7,223.3,,250.1,,LAC,Los Angeles,Chargers,DEF,LAC,DEF5
17-Aug-22,132,283.5,163.1,221.6,,246.4,262.6,LV,Daniel,Carlson,K,5095,K4
17-Aug-22,132.9,235.2,162.8,188.1,,247.8,351.3,SF,San Francisco,49ers,DEF,SF,DEF6
17-Aug-22,134.2,285.2,165,225.5,,286.3,264,LAR,Matt,Gay,K,6083,K5
17-Aug-22,135.4,135.2,114.7,97.8,111.6,97.1,148.4,HOU,Dameon,Pierce,RB,8129,RB43
17-Aug-22,136.4,286.1,170.9,232.6,,251.2,,NO,New Orleans,Saints,DEF,NO,DEF7
17-Aug-22,137.7,288.2,166.3,222.7,,284.8,261.6,BUF,Tyler,Bass,K,7042,K6
17-Aug-22,138.1,139.3,120.7,159.7,171.1,153.3,222.9,KC,Marquez,Valdes-Scantling,WR,5086,WR52
17-Aug-22,139,146.8,128.2,85.6,96.3,83.3,132.1,GB,Christian,Watson,WR,8167,WR53
17-Aug-22,139.9,143.9,125.7,151.5,170.9,152.3,173.5,IND,Nyheim,Hines,RB,5347,RB44
17-Aug-22,141.5,146.3,132.7,160.9,178.8,162.2,174.7,NO,Jarvis,Landry,WR,1825,WR54
17-Aug-22,142.9,55.7,134,135.5,57.4,139.7,95.8,MIA,Tua,Tagovailoa,QB,6768,QB16
17-Aug-22,143.7,164.5,136.5,101.4,110.5,102.9,146.2,PIT,George,Pickens,WR,8137,WR55
17-Aug-22,144,150.2,126,139.3,166.9,138.5,174.8,LAR,Darrell,Henderson,RB,5916,RB45
17-Aug-22,145.1,134.9,121.6,132.4,152.4,128.8,170.8,KC,Ronald,Jones,RB,5052,RB46
17-Aug-22,146.1,141.5,129.6,124.8,132.3,120.1,163.4,DAL,Michael,Gallup,WR,5038,WR56
17-Aug-22,146.7,149.8,137.5,132.3,148.9,132.9,167.3,ARI,Rondale,Moore,WR,7601,WR57
17-Aug-22,148.1,136.4,144.7,139,146.1,146.1,166.5,MIN,Irv,Smith,TE,6126,TE16
17-Aug-22,149.1,152.4,178.6,167.1,179.4,181.3,223.2,LAR,Tyler,Higbee,TE,3271,TE17
17-Aug-22,150.7,153.4,131,118.1,116.2,113.4,160.1,TB,Rachaad,White,RB,8136,RB47
17-Aug-22,151.8,156.5,132.5,121.7,132.4,117.5,167.1,ATL,Tyler,Allgeier,RB,8132,RB48
17-Aug-22,152.2,60.5,139.3,127.4,43.1,127.9,90,CHI,Justin,Fields,QB,7591,QB17
17-Aug-22,153,94.6,148.2,97.2,31.3,97.2,73,CLE,Deshaun,Watson,QB,4017,QB18
17-Aug-22,153.6,282.4,195.9,233.4,,292.2,,GB,Green Bay,Packers,DEF,GB,DEF8
17-Aug-22,155.1,293.1,160.3,236.1,,289,272.1,ARI,Matt,Prater,K,17,K7
17-Aug-22,156.3,279.5,156.6,227.9,,248.6,350,DAL,Dallas,Cowboys,DEF,DAL,DEF9
17-Aug-22,157.2,292.7,167.1,228.9,,286.9,265.7,ATL,Younghoe,Koo,K,4666,K8
17-Aug-22,158.9,290.5,197.8,235.8,,293.8,269.7,NE,Nick,Folk,K,650,K9
17-Aug-22,159,173.8,139.2,193.3,226.7,198.1,293.5,TB,Julio,Jones,WR,947,WR58
17-Aug-22,160.4,284,169.9,230.3,,253.1,,IND,Indianapolis,Colts,DEF,IND,DEF10
17-Aug-22,160.9,145.4,135.2,76.8,82,75.4,117.7,DET,Jameson,Williams,WR,8148,WR59
17-Aug-22,162.2,157.6,143.5,110.7,114.8,106.4,155.9,WAS,Jahan,Dotson,WR,8119,WR60
17-Aug-22,163.1,158.5,138.5,166.2,180.5,163.3,228.5,HOU,Marlon,Mack,RB,4152,RB49
17-Aug-22,164,144.3,176.7,123.8,129.2,125.7,153.3,SEA,Noah,Fant,TE,5857,TE18
17-Aug-22,165.7,163.2,146.3,172.9,195.3,169.7,250.5,NE,DeVante,Parker,WR,2319,WR61
17-Aug-22,166.5,153.7,145.4,157.3,163,156.6,213.4,NE,Jakobi,Meyers,WR,5947,WR62
17-Aug-22,167.4,160.4,142,165.2,177.2,164.4,242,NYG,Kenny,Golladay,WR,4131,WR63
17-Aug-22,167.5,160.6,141.5,160,168,159.2,216.4,PHI,Kenneth,Gainwell,RB,7567,RB50
17-Aug-22,169.8,155.6,172.2,152.9,158.3,158.2,172.3,CLE,David,Njoku,TE,4033,TE19
17-Aug-22,170,162.3,146.6,171.2,201.9,171.1,251.3,WAS,J.D.,McKissic,RB,3664,RB51
17-Aug-22,171.4,67.6,171.5,120.9,36.2,118.9,79.3,JAX,Trevor,Lawrence,QB,7523,QB19
17-Aug-22,172,167.3,151.5,148.3,153.4,141,230.9,DAL,Jalen,Tolbert,WR,8117,WR64
17-Aug-22,173.7,87.1,179.5,188.5,109.4,209.9,179.8,NO,Jameis,Winston,QB,2306,QB20
17-Aug-22,174.2,179.4,177.1,190.5,233.4,202.6,307.4,NO,Mark,Ingram II,RB,956,RB52
17-Aug-22,174.9,167.2,173,158.5,176,160.5,243.5,KC,Mecole,Hardman,WR,5917,WR65
17-Aug-22,176.1,159.9,150.7,153.5,167.9,155.1,211.6,DET,D.J.,Chark,WR,4951,WR66
17-Aug-22,177.8,166.1,149.5,150.3,165.4,146.3,225,CHI,Khalil,Herbert,RB,7608,RB53
17-Aug-22,178,82.6,181.3,144.3,65.2,149.5,102.7,NE,Mac,Jones,QB,7527,QB21
17-Aug-22,179.3,72.8,174,237.5,117.5,211.1,177.1,IND,Matt,Ryan,QB,24,QB22
17-Aug-22,180,165.4,188.6,199.6,199.3,195.6,248.2,LAC,Gerald,Everett,TE,4089,TE20
17-Aug-22,181.8,184.5,152.2,195,221.5,186.1,313.2,MIA,Raheem,Mostert,RB,2749,RB54
17-Aug-22,181.9,297.4,194.6,237.4,,293.2,352.7,DEN,Brandon,McManus,K,1433,K10
17-Aug-22,183.3,291.5,195,265.8,,290.3,,DEN,Denver,Broncos,DEF,DEN,DEF11
17-Aug-22,184.9,293.4,167,234.6,,251.9,,NE,New England,Patriots,DEF,NE,DEF12
17-Aug-22,185.5,,193.6,231,,288.6,353.9,IND,Rodrigo,Blankenship,K,7062,K11
17-Aug-22,186.6,295.7,198.4,229.2,,249.1,,PIT,Pittsburgh,Steelers,DEF,PIT,DEF13
17-Aug-22,187,202.9,200,176.7,197.7,177.4,256.4,GB,Romeo,Doubs,WR,8121,WR67
17-Aug-22,188.3,174.2,174.4,174.7,204.6,176.2,252,DET,Jamaal,Williams,RB,4149,RB55
17-Aug-22,188.4,,239.9,,,,,SF,Robbie,Gould,K,49,K12
17-Aug-22,190.5,181.8,180.8,149.3,160.2,145.2,238,WAS,Brian,Robinson Jr.,RB,8154,RB56
17-Aug-22,191.5,190.2,188.3,209.7,235.2,205.2,323.3,GB,Sammy,Watkins,WR,1817,WR68
17-Aug-22,192.1,174.1,184.1,194.9,207.1,200.6,255.9,CIN,Hayden,Hurst,TE,4973,TE21
17-Aug-22,193.9,188.5,192.7,202.1,220.4,201.8,326,ARI,Darrel,Williams,RB,5549,RB57
17-Aug-22,194.7,176.3,181.7,153.2,159,144.5,244.6,SF,Tyrion,Davis-Price,RB,8211,RB58
17-Aug-22,195.5,192.2,190.5,169.7,188,174.9,254.9,ATL,Odell,Beckham,WR,2078,WR69
17-Aug-22,195.8,178.4,183.2,134.8,143.5,130.1,208.5,IND,Alec,Pierce,WR,8142,WR70
17-Aug-22,197.8,180.6,187.7,192.6,190.9,185.9,298.7,MIN,K.J.,Osborn,WR,7066,WR71
17-Aug-22,198.9,171.9,213.3,204.4,212.5,213.2,296.4,TEN,Austin,Hooper,TE,3202,TE22
17-Aug-22,199.2,170.2,204.8,197,188.6,188.6,246.3,GB,Robert,Tonyan,TE,4602,TE23
17-Aug-22,200.2,195.6,186.2,146.1,174.5,148.3,233.5,CAR,Chuba,Hubbard,RB,7594,RB59
17-Aug-22,201.7,186.9,202.6,173,191.1,170.5,300.6,LAR,Van,Jefferson,WR,6853,WR72
17-Aug-22,202.5,101.5,205.2,162.9,72.3,165.1,176.1,NYJ,Zach,Wilson,QB,7538,QB23
17-Aug-22,202.7,181.5,185.3,181.6,198.4,173.3,258.6,BAL,Gus,Edwards,RB,5248,RB60
17-Aug-22,204.3,195,214.6,195.4,195.9,190.7,307.7,HOU,Nico,Collins,WR,7569,WR73
17-Aug-22,205.3,193,191,137.8,155.6,137.9,221.9,LV,Zamir,White,RB,8139,RB61
17-Aug-22,206.3,172.2,216.7,181.2,181.7,188.1,249.8,JAX,Evan,Engram,TE,4066,TE24
17-Aug-22,207.3,206.9,206.9,155.2,162.8,153,244,NYG,Wan'Dale,Robinson,WR,8126,WR74
17-Aug-22,208.2,188.5,212.1,191.4,192.7,180.9,312.6,LAC,Joshua,Palmer,WR,7670,WR75
17-Aug-22,209.1,185.1,217,214.3,223,216.6,338.7,BUF,Jamison,Crowder,WR,2410,WR76
17-Aug-22,209.9,90.7,207.1,253,111.5,263.9,185.6,TEN,Ryan,Tannehill,QB,1049,QB24
17-Aug-22,211.7,207.7,209.2,244.7,236.7,207.3,340.3,CAR,Robbie,Anderson,WR,3423,WR77
17-Aug-22,212.6,199.2,202.1,201.3,218.2,197.1,337.1,CAR,D'Onta,Foreman,RB,4111,RB62
17-Aug-22,213.3,187.3,209,208.5,202.9,210,318.2,DEN,Tim,Patrick,WR,4351,WR78
17-Aug-22,214.2,201.9,223.4,215.6,222.3,222.5,377.9,ATL,Rob,Gronkowski,TE,515,TE25
17-Aug-22,215.7,237.1,199.2,200.6,215.2,195.2,330.3,KC,Isiah,Pacheco,RB,8205,RB63
17-Aug-22,216.2,,268.4,269.4,,,354.5,NO,Wil,Lutz,K,3678,K13
17-Aug-22,216.7,,237.3,268,,299.5,,CLE,Cleveland,Browns,DEF,CLE,DEF14
17-Aug-22,218.5,142.4,208.8,270,164.5,257.2,235.7,CAR,Baker,Mayfield,QB,4892,QB25
17-Aug-22,219.9,202.9,201.4,267.3,275.8,254.6,370.5,BUF,Isaiah,McKenzie,WR,4197,WR79
17-Aug-22,220.2,208.9,220.5,240.2,230.2,221.3,370.8,IND,Parris,Campbell,WR,5880,WR80
17-Aug-22,221.3,191.8,215.3,272.5,249.7,260.8,355.3,TB,Cameron,Brate,TE,2214,TE26
17-Aug-22,222.7,211.3,211.5,239.3,223.9,212.9,369.8,DEN,KJ,Hamler,WR,6805,WR81
17-Aug-22,223.2,241.7,242.8,277.1,250,225.6,,CIN,Chris,Evans,RB,7794,RB64
17-Aug-22,223.4,218.1,226.1,244.6,254.3,223.9,383.2,LV,Kenyan,Drake,RB,3242,RB65
17-Aug-22,225.2,215.7,229,247.1,230.9,220,380.1,NE,Kendrick,Bourne,WR,4454,WR82
17-Aug-22,226.2,111.3,221.7,276.6,139.1,256.1,201,NYG,Daniel,Jones,QB,5870,QB26
17-Aug-22,227.9,198.2,219.3,174.9,184.3,172.8,253.4,CLE,Donovan,Peoples-Jones,WR,6824,WR83
17-Aug-22,228.2,197.2,227.9,183.1,205.8,183.9,321.1,WAS,Curtis,Samuel,WR,4082,WR84
17-Aug-22,229.3,214.5,235.1,251.4,255.6,235.2,394.8,ARI,A.J.,Green,WR,830,WR85
17-Aug-22,230.4,221.3,232.9,289.5,272.9,270.6,,NO,Taysom,Hill,TE,4381,TE27
17-Aug-22,230.5,169.9,250.4,156.8,94.8,160.5,178.1,PIT,Kenny,Pickett,QB,8160,QB27
17-Aug-22,232,209.7,218,141.1,145.7,135.9,220.5,CLE,David,Bell,WR,8118,WR86
17-Aug-22,233.7,216.8,222,250.6,228.5,218.6,346.7,MIA,Sony,Michel,RB,4962,RB66
17-Aug-22,234.1,118.9,228.8,286.7,149.4,,265.3,DET,Jared,Goff,QB,3163,QB28
17-Aug-22,235.8,212.3,233,257.1,260.6,265.2,,JAX,Marvin,Jones Jr.,WR,1067,WR87
17-Aug-22,236.8,229.9,223.8,170,183,166.4,319.8,TEN,Hassan,Haskins,RB,8123,RB67
17-Aug-22,237.4,216.8,261.1,243.2,227.7,215.1,341.1,BAL,Devin,Duvernay,WR,6847,WR88
17-Aug-22,237.5,204.9,236.4,242,194.1,219.2,310.4,HOU,Brevin,Jordan,TE,7568,TE28
17-Aug-22,239.4,213.6,230.2,212.4,219.4,199.5,342.4,NYJ,Corey,Davis,WR,4036,WR89
