"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"136","Chase Claypool","PIT","wr","9","17","161","0","0","0","0","0","0","0","13.1519","74.6622","0.5407","88.9507","53.7058","720.3372","4.1447","1.0406","0.5203","0.0858","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","George Pickens","PIT","wr","9","17","160.1","0","0","0","0","0","0","0","0","0","0","93.5715","56.7854","780.0165","4.2138","0.5522","0.2761","0.1333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","Van Jefferson","LA","wr","7","17","159.7","0","0","0","0","0","0","0","1.6701","10.1264","0.0638","82.4306","52.6517","741.7156","5.2517","0.3992","0.1996","0.1026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","Damien Williams","ATL","rb","14","17","112.5","0","0","0","0","0","0","0","113.7288","464.0295","4.3148","26.0553","21.0292","146.6898","0.7919","0.9063","0.4531","0.1108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","Hayden Hurst","CIN","te","10","17","121.7","0","0","0","0","0","0","0","0.7942","4.4034","0.0303","64.8599","47.8814","470.6527","4.3545","0.8776","0.4388","0.1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","Ryan Tannehill","TEN","qb","6","17","297.5","0","363.2483","544.0437","3793.8853","24.1097","12.692","43.4207","63.149","313.9794","5.6017","0","0","0","0","9.4397","4.7198","0.8384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","Matt Ryan","IND","qb","14","17","297.3","0","393.7731","588.1457","4426.4949","29.2062","10.8661","32.5406","50.9365","53.6615","1.7098","0","0","0","0","7.8725","3.9363","1.2741","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","Devin Singletary","BUF","rb","7","17","110.4","0","0","0","0","0","0","0","128.1214","581.7776","3.8171","18.4812","15.4611","112.0148","0.5318","1.2823","0.6411","0.0325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","Michael Gallup","DAL","wr","9","17","156.6","0","0","0","0","0","0","0","1.7436","9.7013","0.0673","83.7933","52.4178","750.6432","4.6324","0.3727","0.1864","0.0705","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Mo Alie-Cox","IND","te","14","17","118.9","0","0","0","0","0","0","0","0","0","0","60.3172","44.0411","489.4962","4.309","0.6876","0.3438","0.1844","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","Rachaad White","TB","rb","11","17","108.4","0","0","0","0","0","0","0","66.7225","294.202","2.3707","37.9924","31.735","251.7788","1.3324","0.778","0.389","0.1338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","Will Dissly","SEA","te","11","17","117.5","0","0","0","0","0","0","0","0","0","0","66.745","51.0968","493.9158","2.8244","0.664","0.332","0.1862","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","Raheem Mostert","MIA","rb","11","17","106.3","0","0","0","0","0","0","0","110.5058","488.3841","3.5201","22.3438","18.2225","136.8495","0.7849","0.9807","0.4904","0.0837","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","Trevor Lawrence","JAX","qb","11","17","292.8","0","377.0674","598.0322","4220.9123","23.3137","16.5934","36.5338","90.6742","331.0658","3.1013","0","0","0","0","12.8644","6.4322","1.0048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","Robbie Anderson","CAR","wr","13","17","152.9","0","0","0","0","0","0","0","2.3718","12.2755","0.0803","97.0098","63.6695","648.6813","3.7359","0.3625","0.1812","0.2335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","Donovan Peoples-Jones","CLV","wr","9","17","152.1","0","0","0","0","0","0","0","0.8724","5.2245","0.0297","79.3503","46.5732","796.1413","4.1708","0.548","0.274","0.2265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","Carson Wentz","WAS","qb","14","17","291.6","0","386.1653","591.1119","4070.8343","24.4649","8.9592","41.3571","74.4382","280.6224","2.6756","0","0","0","0","12.0996","6.0498","0.9106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","Kadarius Toney","NYG","wr","9","17","152","0","0","0","0","0","0","0","4.4783","27.2928","0.1719","82.4682","57.5444","649.867","4.2938","0.5633","0.2816","0.0984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","Mac Jones","NE","qb","10","17","287.5","0","355.9913","546.7786","4201.7476","26.6585","14.9013","31.97","52.4486","193.4087","1.6799","0","0","0","0","8.4038","4.2019","1.2384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","Zamir White","LV","rb","6","17","100.5","0","0","0","0","0","0","0","112.7728","468.0847","3.2883","20.461","16.8538","130.5838","0.7003","0.929","0.4645","0.1366","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","Sammy Watkins","GB","wr","14","17","144.9","0","0","0","0","0","0","0","0.8415","4.1879","0.0318","75.4472","52.5774","658.3231","4.3192","0.7386","0.3693","0.1593","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","Randall Cobb","GB","wr","14","17","144.6","0","0","0","0","0","0","0","0.8415","3.7368","0.0289","68.6399","53.0973","625.8314","4.706","0.447","0.2235","0.1683","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","Pat Freiermuth","PIT","te","9","17","106.4","0","0","0","0","0","0","0","0","0","0","61.2258","45.4183","421.133","3.1222","0.5744","0.2872","0.222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","Isiah Pacheco","KC","rb","8","17","95.6","0","0","0","0","0","0","0","82.5401","358.9551","3.0046","24.9766","20.6029","159.8273","0.8843","0.7667","0.3833","0.0629","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","Rondale Moore","ARZ","wr","13","17","142.1","0","0","0","0","0","0","0","25.7576","160.4226","0.8438","74.016","58.5845","467.1302","2.7153","1.9374","0.9687","0.1873","1199.9922","0.7578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","Alexander Mattison","MIN","rb","7","17","93","0","0","0","0","0","0","0","80.153","346.4583","2.2534","26.2871","21.941","173.5252","0.9726","0.6332","0.3166","0.0287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","Foster Moreau","LV","te","6","17","102.1","0","0","0","0","0","0","0","0","0","0","52.6139","36.6999","466.4517","3.1113","0.5011","0.2506","0.1764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","Rex Burkhead","HST","rb","6","17","92.3","0","0","0","0","0","0","0","73.2059","274.8652","2.224","31.7694","25.9088","188.1604","1.1524","0.6659","0.3329","0.0673","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","K.J. Hamler","DEN","wr","9","17","139.3","0","0","0","0","0","0","0","0.8381","4.7746","0.0301","78.7702","48.388","645.5459","4.2853","0.4347","0.2173","0.1208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","Evan Engram","JAX","te","11","17","101.5","0","0","0","0","0","0","0","0","0","0","60.9898","42.6807","445.5314","2.3875","0.6275","0.3137","0.1265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","Alec Pierce","IND","wr","14","17","138.5","0","0","0","0","0","0","0","0","0","0","71.4871","45.9785","670.5693","4.2329","0.4471","0.2235","0.1516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","K.J. Osborn","MIN","wr","7","17","138.1","0","0","0","0","0","0","0","0.8619","5.1602","0.0301","74.48","49.8297","628.5066","4.1936","1.1917","0.5959","0.0655","273.7958","0.2914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","Jonnu Smith","NE","te","10","17","100.4","0","0","0","0","0","0","0","5.4874","35.6415","0.2312","52.5275","39.7273","368.0344","3.1628","0.5472","0.2736","0.118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","Jalen Tolbert","DAL","wr","9","17","137.6","0","0","0","0","0","0","0","0","0","0","71.7367","46.4848","663.3688","4.1413","0.452","0.226","0.0881","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","DeAndre Hopkins","ARZ","wr","13","11","136.3","0","0","0","0","0","0","0","0.5234","2.3369","0.021","69.4126","49.095","615.2916","4.252","0.692","0.346","0.0777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","DeVante Parker","NE","wr","10","17","135.9","0","0","0","0","0","0","0","0.9146","4.5104","0.0355","75.9308","49.6076","624.3721","3.8893","0.5122","0.2561","0.0788","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","Boston Scott","PHI","rb","7","17","87.7","0","0","0","0","0","0","0","71.3049","307.7322","2.9562","23.7332","19.1481","155.0066","0.8044","0.772","0.386","0.0296","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173","Davis Mills","HST","qb","6","17","274","0","387.3067","600.576","4293.7629","23.5168","17.4702","45.2641","34.387","199.5105","1.3306","0","0","0","0","8.8657","4.4329","1.0882","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","Logan Thomas","WAS","te","14","17","96.5","0","0","0","0","0","0","0","0","0","0","54.2252","38.8054","398.9855","2.9666","0.4576","0.2288","0.1335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","Justin Fields","CHI","qb","14","17","273.5","0","338.8234","529.1845","3528.8747","19.0246","16.3295","60.5831","136.7739","480.1695","5.1647","0","0","0","0","16.2399","8.1199","0.8513","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176","Wan'Dale Robinson","NYG","wr","9","17","133.6","0","0","0","0","0","0","0","2.4056","15.4192","0.0929","76.324","50.9702","582.3689","3.7236","0.5247","0.2623","0.0937","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","Marlon Mack","HST","rb","6","17","86.4","0","0","0","0","0","0","0","83.867","334.3489","1.9554","26.0963","21.0309","157.1491","0.7812","0.7369","0.3685","0.0977","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","Skyy Moore","KC","wr","8","17","131.7","0","0","0","0","0","0","0","0.7714","4.9456","0.0296","68.8381","46.7138","588.9541","4.2383","0.4636","0.2318","0.0955","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","Darrel Williams","ARZ","rb","13","17","84.2","0","0","0","0","0","0","0","42.8583","163.9946","1.3088","36.6921","30.3228","224.7316","1.1617","0.3748","0.1874","0.1823","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","Nelson Agholor","NE","wr","10","17","128.7","0","0","0","0","0","0","0","1.8291","9.3507","0.0627","64.4892","39.3957","634.8747","4.0881","0.2888","0.1444","0.0666","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","Mark Ingram II","NO","rb","14","17","81.2","0","0","0","0","0","0","0","84.9801","330.0953","2.3421","22.3399","18.3684","127.2712","0.5378","0.6547","0.3273","0.0694","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","Samaje Perine","CIN","rb","10","17","80.9","0","0","0","0","0","0","0","46.8556","201.7501","1.4254","32.1429","27.3354","185.8418","1.0558","0.481","0.2405","0.0668","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","Zach Wilson","NYJ","qb","10","17","265.5","0","337.4824","554.1547","3845.2155","20.5259","14.514","55.1224","67.1893","269.2437","3.3581","0","0","0","0","10.2855","5.1428","1.0712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","Austin Hooper","TEN","te","6","17","87.2","0","0","0","0","0","0","0","0","0","0","50.312","36.8921","347.6134","2.5857","0.3191","0.1595","0.118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185","Baker Mayfield","CAR","qb","13","17","264","0","375.5848","591.4268","4156.7179","21.8353","17.1322","43.9596","62.3692","179.041","1.9549","0","0","0","0","8.7184","4.3592","1.1135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","Isaiah Spiller","LAC","rb","8","17","76.7","0","0","0","0","0","0","0","62.8545","273.1307","1.9625","22.5758","18.7162","146.2852","0.7417","0.6156","0.3078","0.0499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187","Christian Watson","GB","wr","14","17","123.4","0","0","0","0","0","0","0","0","0","0","61.8326","40.2511","596.3642","3.8973","0.3914","0.1957","0.1492","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"188","Jared Goff","DET","qb","6","17","262","0","380.1977","587.9926","4083.4983","23.6651","11.1506","33.9332","31.4172","86.9384","1.4484","0","0","0","0","7.9309","3.9654","0.886","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","Brevin Jordan","HST","te","6","17","84.3","0","0","0","0","0","0","0","0","0","0","47.6541","34.5967","354.4414","2.3547","0.3894","0.1947","0.1632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","Albert Okwuegbunam","DEN","te","9","17","83.8","0","0","0","0","0","0","0","0","0","0","45.3842","33.7394","355.3507","2.4204","0.4499","0.225","0.1261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","Donald Parham","LAC","te","8","17","83.1","0","0","0","0","0","0","0","0","0","0","42.7109","30.7258","361.6896","2.6752","0.332","0.166","0.1455","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","Nick Westbrook-Ikhine","TEN","wr","6","17","119.7","0","0","0","0","0","0","0","0.9421","5.6419","0.0331","63.6601","43.496","542.4669","3.5302","0.516","0.258","0.1265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","Harrison Bryant","CLV","te","9","17","81.2","0","0","0","0","0","0","0","0","0","0","46.7963","32.9984","358.3151","2.0737","0.5396","0.2698","0.1099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","Gus Edwards","BLT","rb","10","17","70.8","0","0","0","0","0","0","0","75.5246","355.267","2.6352","11.7171","9.2284","82.6665","0.385","0.7352","0.3676","0.0323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","Mecole Hardman","KC","wr","8","17","114.7","0","0","0","0","0","0","0","9.2568","55.2315","0.3512","59.0911","43.2913","464.7254","2.9805","1.7052","0.8526","0.1469","1112.6464","0.8704","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","Khalil Herbert","CHI","rb","14","17","67.1","0","0","0","0","0","0","0","66.7898","281.7982","1.9624","17.3289","13.96","106.6904","0.4645","0.8337","0.4168","0.0514","546.4516","0.2952","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","A.J. Green","ARZ","wr","13","17","113.8","0","0","0","0","0","0","0","0","0","0","61.8404","38.2586","537.0242","3.6387","0.2329","0.1164","0.0702","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","Zay Jones","JAX","wr","11","17","113.5","0","0","0","0","0","0","0","1.1246","5.9168","0.0388","69.3829","43.1316","525.1716","2.827","0.3522","0.1761","0.1006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","David Bell","CLV","wr","9","17","111.1","0","0","0","0","0","0","0","1.7447","11.1868","0.057","64.0906","41.3073","517.723","2.8522","1.6014","0.8007","0.1074","1232.9019","0.7736","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","James Robinson","JAX","rb","11","17","63.9","0","0","0","0","0","0","0","69.7278","300.7428","2.2095","13.429","11.0369","76.5397","0.3116","0.5326","0.2663","0.1442","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","Giovani Bernard","TB","rb","11","17","63.8","0","0","0","0","0","0","0","42.7503","165.985","1.2476","23.5815","19.6201","142.0529","1.0011","0.5186","0.2593","0.058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","Kyle Rudolph","TB","te","11","17","72.7","0","0","0","0","0","0","0","0","0","0","35.3723","27.7866","265.3676","3.0398","0.3592","0.1796","0.1608","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","Chuba Hubbard","CAR","rb","13","17","62.8","0","0","0","0","0","0","0","60.4811","245.5387","1.8146","17.6381","14.1539","108.0495","0.5223","1.6855","0.8428","0.0373","1306.7651","0.8069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","Jeremy Sprinkle","DAL","te","9","17","71.7","0","0","0","0","0","0","0","0","0","0","38.5811","28.5898","292.7254","2.3008","0.334","0.167","0.081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","Treylon Burks","TEN","wr","6","17","109.3","0","0","0","0","0","0","0","2.8263","18.1209","0.0952","58.0128","39.1295","496.0464","3.0458","0.4146","0.2073","0.064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","Byron Pringle","CHI","wr","14","17","109","0","0","0","0","0","0","0","0.7812","4.3465","0.0302","64.2188","43.3609","473.7012","2.9373","0.3501","0.1751","0.0893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","Jameis Winston","NO","qb","14","17","248.5","0","340.5723","523.6072","3746.9008","21.0323","16.1752","41.4375","69.2436","231.2402","1.6728","0","0","0","0","8.9957","4.4979","1.0249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"208","Geoff Swaim","TEN","te","6","17","71.1","0","0","0","0","0","0","0","0","0","0","39.5309","31.6991","255.6529","2.317","0.338","0.169","0.0679","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","Kenneth Gainwell","PHI","rb","7","17","59.3","0","0","0","0","0","0","0","59.6293","262.6464","2.44","11.3507","9.0995","71.7833","0.3821","0.7766","0.3883","0.0829","346.7439","0.2062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","Anthony Firkser","ATL","te","14","17","68.1","0","0","0","0","0","0","0","0","0","0","40.4689","29.3461","295.706","1.5257","0.368","0.184","0.1098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211","Daniel Bellinger","NYG","te","9","17","66.9","0","0","0","0","0","0","0","0","0","0","37.0125","26.6418","281.2095","2.0174","0.3157","0.1578","0.0722","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212","Julio Jones","TB","wr","11","17","104.3","0","0","0","0","0","0","0","0","0","0","48.4731","34.8897","503.6845","3.1549","0.2633","0.1316","0.1183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","Jameson Williams","DET","wr","6","17","104.2","0","0","0","0","0","0","0","0.4108","2.6331","0.0149","56.3609","36.0172","503.795","2.915","0.3552","0.1776","0.0921","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"214","Greg Dulcich","DEN","te","9","17","66.4","0","0","0","0","0","0","0","0","0","0","35.4727","24.9714","296.1038","1.9645","0.2959","0.1479","0.1035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","Sterling Shepard","NYG","wr","9","17","103.6","0","0","0","0","0","0","0","1.1347","5.4467","0.0479","60.6109","41.9931","440.1774","2.7701","0.3182","0.1591","0.1244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"216","Romeo Doubs","GB","wr","14","17","103.4","0","0","0","0","0","0","0","0","0","0","53.3236","35.8857","478.273","3.2597","0.349","0.1745","0.133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
