"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"11","Ja'Marr Chase","CIN","wr","10","17","320.6","44","0","0","0","0","0","0","6.3533","38.8268","0.2087","142.3473","97.469","1543.1876","10.6389","1.3006","0.6503","0.2502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Leonard Fournette","TB","rb","11","17","272.7","44","0","0","0","0","0","0","228.5344","937.2852","9.1552","74.6748","62.335","464.6811","2.5891","1.0034","0.5017","0.1217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","D'Andre Swift","DET","rb","6","17","262.3","41","0","0","0","0","0","0","230.439","969.5022","8.9379","71.6823","59.3989","401.9367","2.1661","2.2246","1.1123","0.1201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Davante Adams","LV","wr","6","17","304.5","40","0","0","0","0","0","0","1.6226","7.6591","0.0643","158.4264","115.7112","1312.4784","9.4124","0.6557","0.3279","0.1219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Ezekiel Elliott","DAL","rb","9","17","248.1","37","0","0","0","0","0","0","232.3334","960.1994","8.1284","65.1056","53.41","368.4153","2.2773","3.4578","1.7289","0.5696","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Saquon Barkley","NYG","rb","9","17","246","36","0","0","0","0","0","0","285.459","1182.0987","8.6721","49.8196","40.4212","276.7684","1.4303","2.4034","1.2017","0.1182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Joe Mixon","CIN","rb","10","17","244.2","36","0","0","0","0","0","0","263.6621","1075.216","8.7773","50.5103","43.0262","301.402","1.9257","1.6929","0.8464","0.0595","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","CeeDee Lamb","DAL","wr","9","17","290.6","36","0","0","0","0","0","0","8.2821","50.8791","0.3559","146.4875","98.9503","1332.8773","8.5916","1.516","0.758","0.1623","259.6954","0.2791","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Stefon Diggs","BUF","wr","7","17","288.9","35","0","0","0","0","0","0","2.3648","11.1975","0.137","144.4897","103.6659","1268.4829","9.3324","0.5852","0.2926","0.3467","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Mike Evans","TB","wr","11","17","288.4","35","0","0","0","0","0","0","0","0","0","138.869","91.8957","1297.6153","11.0986","0.4307","0.2154","0.1935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Aaron Jones","GB","rb","14","17","233.8","33","0","0","0","0","0","0","188.4873","858.9853","7.017","61.8326","51.379","395.6174","2.6453","2.2513","1.1257","0.0656","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Travis Etienne","JAX","rb","11","17","228.5","31","0","0","0","0","0","0","211.8074","913.3897","6.4082","62.1089","50.5222","384.0008","1.7134","1.9428","0.9714","0.2241","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Mark Andrews","BLT","te","10","17","231.4","29","0","0","0","0","0","0","0.9073","4.9974","0.0354","127.6853","86.209","1068.6579","6.2438","1.2934","0.6467","0.412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","James Conner","ARZ","rb","13","17","221.9","29","0","0","0","0","0","0","190.4364","743.5399","8.0579","59.6246","50.3077","369.9863","2.0681","2.2106","1.1053","0.2806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Tyreek Hill","MIA","wr","11","17","268","29","0","0","0","0","0","0","18.4176","86.4692","1.1641","131.1981","89.9013","1165.4437","7.694","0.9599","0.48","0.0985","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Tee Higgins","CIN","wr","10","17","266.8","29","0","0","0","0","0","0","0","0","0","129.1458","87.532","1273.9138","8.5662","0.9765","0.4883","0.4589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Josh Allen","BUF","qb","7","16","404.3","28","393.7464","589.6398","4623.9065","32.9363","13.2133","28.0251","138.3903","655.0379","6.3455","0","0","0","0","10.1107","5.0553","1.1692","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Josh Jacobs","LV","rb","6","17","216.5","28","0","0","0","0","0","0","213.7815","884.5879","7.0899","54.3677","45.2735","325.3324","1.3972","1.5118","0.7559","0.0337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","David Montgomery","CHI","rb","14","17","211.3","26","0","0","0","0","0","0","226.5385","938.9731","7.1962","46.3803","37.3633","292.3755","1.2344","1.1667","0.5833","0.3848","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","George Kittle","SF","te","9","17","220.7","26","0","0","0","0","0","0","0","0","0","111.3102","81.4382","1044.0039","5.8286","1.0973","0.5487","0.2072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Javonte Williams","DEN","rb","9","17","211.1","26","0","0","0","0","0","0","198.64","899.0577","6.2642","51.6441","42.6985","308.3759","1.7922","1.9762","0.9881","0.1306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Nick Chubb","CLV","rb","9","17","207.8","25","0","0","0","0","0","0","233.3597","1142.8901","8.4461","26.9588","22.0966","166.0903","0.7826","1.2469","0.6235","0.0303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Keenan Allen","LAC","wr","8","17","253.4","25","0","0","0","0","0","0","0","0","0","139.1156","104.2383","1061.3883","7.212","1.6194","0.8097","0.2734","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","D.J. Moore","CAR","wr","13","17","251.4","24","0","0","0","0","0","0","6.3248","41.3958","0.1807","138.3492","88.0659","1226.2966","5.8703","0.7876","0.3938","0.3262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Deebo Samuel","SF","wr","9","17","250.7","24","0","0","0","0","0","0","30.4729","188.2019","1.9154","110.3338","78.0158","1063.7564","6.0724","1.4146","0.7073","0.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","J.K. Dobbins","BLT","rb","10","17","200.9","23","0","0","0","0","0","0","191.9278","881.8701","8.6441","38.7821","31.154","237.1155","1.0287","1.9297","0.9648","0.3965","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Michael Pittman Jr.","IND","wr","14","17","246.9","23","0","0","0","0","0","0","5.3155","31.4897","0.1839","127.3364","90.0001","1122.1357","6.767","1.1322","0.5661","0.1951","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Patrick Mahomes","KC","qb","8","17","381.2","22","428.2469","648.8002","4901.9879","34.546","9.3192","29.2462","92.045","373.8141","3.4448","0","0","0","0","9.3062","4.6531","1.4395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Cam Akers","LA","rb","7","17","192.3","21","0","0","0","0","0","0","216.2732","885.1281","6.305","37.3043","30.4725","268.4793","1.6028","2.2714","1.1357","0.1013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","A.J. Brown","PHI","wr","7","17","237.6","20","0","0","0","0","0","0","2.0849","13.9295","0.1004","124.3412","76.8864","1134.1921","7.5647","0.4658","0.2329","0.0708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Kyle Pitts","ATL","te","14","17","199.6","20","0","0","0","0","0","0","4.525","28.0481","0.1495","109.2105","69.7576","1041.5865","3.6328","0.7125","0.3563","0.2588","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Cordarrelle Patterson","ATL","rb","14","17","188.6","20","0","0","0","0","0","0","155.2075","624.8084","4.6253","58.2087","45.7892","400.3701","2.1789","1.488","0.744","0.1089","1134.3632","0.5422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Terry McLaurin","WAS","wr","14","17","232.8","19","0","0","0","0","0","0","2.0208","12.3531","0.0802","130.8114","87.4347","1066.9959","6.1748","0.7477","0.3738","0.1447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Darren Waller","LV","te","6","17","195.1","19","0","0","0","0","0","0","0","0","0","104.6433","75.9361","858.4671","5.4814","0.9178","0.4589","0.4606","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Jalen Hurts","PHI","qb","7","17","370.3","19","339.5629","559.884","4087.6998","24.2361","12.6433","37.3314","167.2443","787.5563","8.4661","0","0","0","0","16.9274","8.4637","0.7138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Mike Williams","LAC","wr","8","17","230.6","18","0","0","0","0","0","0","0","0","0","116.5398","73.2328","1139.4039","7.1866","0.4145","0.2072","0.2419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Clyde Edwards-Helaire","KC","rb","8","17","183.3","18","0","0","0","0","0","0","141.1667","618.3473","5.2414","53.6084","44.2249","334.5361","2.0935","1.2004","0.6002","0.1973","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Tom Brady","TB","qb","11","17","369.9","18","473.8675","681.8445","5273.1735","39.2905","9.3048","23.4032","29.1351","21.5669","1.4922","0","0","0","0","5.2223","2.6112","1.3311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Justin Herbert","LAC","qb","8","17","368.8","18","434.773","645.076","4865.1471","32.2949","13.7382","34.5018","83.5867","310.9257","4.734","0","0","0","0","6.4933","3.2466","1.2461","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Brandin Cooks","HST","wr","6","17","229.2","18","0","0","0","0","0","0","1.7768","7.8014","0.0844","125.3757","84.3737","1087.7556","5.7793","0.4708","0.2354","0.1549","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","A.J. Dillon","GB","rb","14","17","180.8","18","0","0","0","0","0","0","173.7617","741.9082","5.6513","41.4108","34.7708","285.122","1.6638","1.7346","0.8673","0.1317","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Russell Gage","TB","wr","11","17","223.9","17","0","0","0","0","0","0","0.3995","2.1829","0.0145","120.5278","84.5841","986.3557","6.7428","1.0251","0.5126","0.2382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Elijah Mitchell","SF","rb","9","17","176","16","0","0","0","0","0","0","203.6147","884.2392","6.4081","30.2686","25.1166","184.3349","0.9765","0.883","0.4415","0.0874","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Lamar Jackson","BLT","qb","10","17","362.6","16","337.6473","522.7313","3748.3333","20.5955","10.171","44.8582","176.9165","1076.0214","6.0904","0","0","0","0","11.0083","5.5042","0.9085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Gabriel Davis","BUF","wr","7","17","222.8","16","0","0","0","0","0","0","0.8191","4.8686","0.035","103.607","62.8417","1119.567","7.8902","0.6626","0.3313","0.1284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Melvin Gordon III","DEN","rb","9","17","174.1","16","0","0","0","0","0","0","180.6199","768.6078","7.1745","34.4294","28.2712","194.3083","1.2788","2.5471","1.2735","0.0497","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Tony Pollard","DAL","rb","9","17","173.9","16","0","0","0","0","0","0","153.4359","715.7521","4.6255","47.0207","39.3048","277.9949","1.372","1.6909","0.8455","0.0639","967.8103","0.5509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Kyler Murray","ARZ","qb","13","17","357.8","15","412.0135","613.0012","4210.9805","27.4388","12.7609","40.7394","111.1269","613.0056","5.5317","0","0","0","0","9.7852","4.8926","1.3925","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","D.K. Metcalf","SEA","wr","11","17","217.4","15","0","0","0","0","0","0","0.7373","4.2366","0.0251","118.5391","72.7914","1052.8415","6.4996","0.8286","0.4143","0.0954","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Miles Sanders","PHI","rb","7","17","170.2","15","0","0","0","0","0","0","172.633","803.3573","5.1117","40.2432","32.9446","211.9978","0.8406","2.0767","1.0383","0.5273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Allen Robinson II","LA","wr","7","17","217.2","15","0","0","0","0","0","0","1.6701","7.9075","0.0734","117.3282","79.5008","942.4144","6.9631","0.4699","0.2349","0.3213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Hunter Renfrow","LV","wr","6","17","215.7","14","0","0","0","0","0","0","3.2453","18.5147","0.1125","114.5814","86.7962","916.471","5.7886","0.7841","0.3921","0.1961","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Aaron Rodgers","GB","qb","14","17","354.5","14","407.839","595.5583","4743.1916","34.2966","7.6672","35.3108","56.7699","116.1485","3.9073","0","0","0","0","4.8807","2.4403","1.2951","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Joe Burrow","CIN","qb","10","17","353.4","14","411.6799","601.457","4922.9814","34.5525","12.2618","50.362","70.8308","168.9648","2.5491","0","0","0","0","8.6726","4.3363","1.3594","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Dalton Schultz","DAL","te","9","17","175.5","13","0","0","0","0","0","0","0","0","0","92.8357","69.9463","728.6751","5.4144","0.5238","0.2619","0.2351","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Matthew Stafford","LA","qb","7","17","349.9","13","430.3658","624.7793","4953.8747","37.0925","11.9886","31.2203","42.8637","77.6612","1.2864","0","0","0","0","5.6178","2.8089","1.3528","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Amon-Ra St. Brown","DET","wr","6","17","210.2","13","0","0","0","0","0","0","6.5722","41.6313","0.2705","119.2882","88.6544","871.7637","4.7593","0.7823","0.3911","0.1938","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Tyler Lockett","SEA","wr","11","17","206.6","12","0","0","0","0","0","0","1.8431","9.3413","0.0702","108.3938","76.7419","982.4036","5.0042","0.616","0.308","0.2911","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Breece Hall","NYJ","rb","10","17","158.5","11","0","0","0","0","0","0","174.4078","751.8175","5.9175","30.5205","24.5792","185.49","0.8423","1.4211","0.7105","0.1655","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Tyler Higbee","LA","te","7","17","165.5","11","0","0","0","0","0","0","0","0","0","87.244","66.6809","670.3174","5.2441","0.7364","0.3682","0.3243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Dak Prescott","DAL","qb","9","17","342.7","11","417.282","628.2759","4775.604","31.4283","10.3224","32.0093","53.2919","219.985","3.0426","0","0","0","0","11.2486","5.6243","0.8309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Kareem Hunt","CLV","rb","9","17","155.6","11","0","0","0","0","0","0","122.5683","548.6607","5.1332","41.7098","33.9793","264.1876","1.5886","1.0282","0.5141","0.253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Damien Harris","NE","rb","10","17","155.6","11","0","0","0","0","0","0","195.7157","848.1911","7.5719","16.1223","13.2576","102.7298","0.4212","1.7297","0.8648","0.0533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Chase Edmonds","MIA","rb","11","17","154.6","10","0","0","0","0","0","0","123.3181","547.5035","3.3403","49.8438","40.5643","304.3689","1.5462","1.3423","0.6711","0.0764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Marquez Valdes-Scantling","KC","wr","8","17","201.4","10","0","0","0","0","0","0","1.5428","8.8331","0.0594","102.3433","57.6946","1015.6648","6.8441","0.6667","0.3334","0.0884","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Adam Thielen","MIN","wr","7","17","200.4","10","0","0","0","0","0","0","0.8619","4.2341","0.0376","101.8623","75.5901","854.5936","6.4415","0.6717","0.3359","0.1732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Drake London","ATL","wr","14","17","200.2","10","0","0","0","0","0","0","0","0","0","119.1892","77.777","933.9705","4.8243","0.7563","0.3782","0.2319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Allen Lazard","GB","wr","14","17","199.1","9","0","0","0","0","0","0","5.0488","29.7159","0.1802","95.3017","66.2764","889.9752","6.616","0.5516","0.2758","0.1986","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
