"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"140","J.D. McKissic","WAS","rb","14","17","97.5","0","0","0","0","0","0","0","23.0929","98.308","0.9385","64.3309","51.8493","415.1343","2.5037","0.938","0.469","0.0447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","Will Dissly","SEA","te","11","17","100.9","0","0","0","0","0","0","0","0","0","0","68.9189","54.3935","525.4994","3.5106","0.7069","0.3534","0.2199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","Kirk Cousins","MIN","qb","7","17","306.7","0","381.5059","592.4049","4498.091","30.3821","11.1933","36.9828","36.594","150.9195","0.9803","0","0","0","0","12.046","6.023","0.7524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","Robert Woods","TEN","wr","6","17","134.8","0","0","0","0","0","0","0","1.8872","7.1013","0.0703","96.351","71.7179","701.1017","4.6041","0.6616","0.3308","0.1836","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","Derek Carr","LV","qb","6","17","303.6","0","417.0627","617.1825","4299.2286","29.9599","7.6956","37.6367","47.799","121.1085","1.7298","0","0","0","0","11.4379","5.7189","1.3379","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Brian Robinson Jr.","WAS","rb","14","17","92.1","0","0","0","0","0","0","0","119.5161","503.2967","4.1342","13.985","11.3921","86.3148","0.4657","0.9166","0.4583","0.1291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","Kenyan Drake","LV","rb","6","17","90.3","0","0","0","0","0","0","0","47.4234","182.6497","1.7354","52.2093","42.732","309.9996","1.5776","0.7478","0.3739","0.0735","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","Trevor Lawrence","JAX","qb","11","17","300.6","0","376.8491","602.2927","4180.7973","25.29","17.4718","39.1728","90.4098","340.134","3.3114","0","0","0","0","12.9344","6.4672","1.129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","Van Jefferson","LA","wr","7","17","129.3","0","0","0","0","0","0","0","1.6609","10.1515","0.0674","82.0376","51.2586","706.8189","5.2606","0.3891","0.1945","0.1026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","Rex Burkhead","HST","rb","6","17","87.2","0","0","0","0","0","0","0","83.5784","323.478","3.1606","29.4759","23.865","176.9447","1.0688","0.7139","0.357","0.0804","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","Michael Gallup","DAL","wr","9","17","128.2","0","0","0","0","0","0","0","1.7298","9.2969","0.0626","84.0255","51.8814","729.8963","4.7206","0.9843","0.4921","0.074","291.8378","0.2935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","Hayden Hurst","CIN","te","10","17","91.3","0","0","0","0","0","0","0","0.7814","4.1811","0.0303","64.5767","46.3828","445.6083","3.8299","0.8503","0.4252","0.2048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","Marlon Mack","HST","rb","6","17","86","0","0","0","0","0","0","0","97.7442","388.0463","2.8578","25.508","20.535","154.2282","0.7494","0.8183","0.4092","0.1227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","Justin Fields","CHI","qb","14","17","296.9","0","353.7315","536.7223","3748.0484","22.549","16.1358","58.0805","140.0471","485.9515","5.0874","0","0","0","0","16.3687","8.1844","0.9993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","Pat Freiermuth","PIT","te","9","17","90.1","0","0","0","0","0","0","0","0","0","0","62.0169","47.3033","443.4007","3.6443","0.5982","0.2991","0.264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","Tim Patrick","DEN","wr","9","17","125.9","0","0","0","0","0","0","0","0","0","0","77.1661","50.0205","724.8074","4.7194","0.3424","0.1712","0.1086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","Mo Alie-Cox","IND","te","14","17","89.6","0","0","0","0","0","0","0","0","0","0","59.7769","42.1827","459.3697","3.7529","0.6586","0.3293","0.1818","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","Kadarius Toney","NYG","wr","9","17","125","0","0","0","0","0","0","0","4.3833","27.0527","0.1813","82.9394","57.9381","669.7702","4.2192","0.5657","0.2828","0.1083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","Gus Edwards","BLT","rb","10","17","83.9","0","0","0","0","0","0","0","98.2739","448.6182","3.1713","15.4885","12.2437","108.159","0.5721","0.959","0.4795","0.0505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","Rachaad White","TB","rb","11","17","83.9","0","0","0","0","0","0","0","60.9405","252.7581","1.9299","37.9947","31.0779","238.5417","1.2992","0.7326","0.3663","0.1347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","Christian Watson","GB","wr","14","17","122.6","0","0","0","0","0","0","0","0","0","0","76.9435","48.7142","706.225","4.581","0.4737","0.2368","0.1885","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","Alexander Mattison","MIN","rb","7","17","81.5","0","0","0","0","0","0","0","79.794","339.4642","2.3803","26.305","21.5928","168.4475","0.9746","0.6282","0.3141","0.0317","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","Sammy Watkins","GB","wr","14","17","122.4","0","0","0","0","0","0","0","0.8281","3.6954","0.0245","82.0731","54.9081","676.1143","4.4769","0.7708","0.3854","0.1736","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","Isaiah Spiller","LAC","rb","8","17","81.1","0","0","0","0","0","0","0","78.744","329.8119","2.4054","28.0162","22.8806","174.385","0.8439","0.7653","0.3826","0.0645","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","Mark Ingram II","NO","rb","14","17","78.7","0","0","0","0","0","0","0","84.7065","343.0998","3.1752","22.2524","18.3466","133.3726","0.4939","0.6529","0.3264","0.0805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","Cameron Brate","TB","te","11","17","82.8","0","0","0","0","0","0","0","0","0","0","54.3717","39.0931","378.7828","4.2028","0.4816","0.2408","0.2191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","Zach Wilson","NYJ","qb","10","17","288.2","0","348.0947","558.8476","3991.8031","24.752","14.7585","52.5287","72.822","273.9552","3.265","0","0","0","0","10.3825","5.1913","1.2368","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","Mac Jones","NE","qb","10","17","287.4","0","353.0141","550.876","4067.4954","27.9917","14.9886","33.7591","52.1215","193.306","1.6556","0","0","0","0","8.4429","4.2214","1.3583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","Rondale Moore","ARZ","wr","13","17","117.1","0","0","0","0","0","0","0","25.6309","162.8159","0.8842","74.0611","58.8002","493.5767","2.881","1.9318","0.9659","0.2004","1211.9088","0.7854","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","Robby Anderson","CAR","wr","13","17","116.8","0","0","0","0","0","0","0","2.3411","11.1763","0.0667","94.2781","61.5753","622.2438","3.6609","0.3511","0.1755","0.2555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","Boston Scott","PHI","rb","7","17","75.5","0","0","0","0","0","0","0","70.9202","290.1496","2.7586","23.8757","19.1864","155.1068","0.8569","0.7691","0.3845","0.0329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","Jameson Williams","DET","wr","6","17","116.1","0","0","0","0","0","0","0","0.4101","2.7253","0.0168","73.5687","47.8016","664.0626","4.2303","0.4698","0.2349","0.136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","Matt Ryan","IND","qb","14","17","285.9","0","381.3254","587.3971","4195.4839","27.635","8.4316","35.3644","50.021","52.6724","2.0168","0","0","0","0","7.8437","3.9218","1.2738","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173","Evan Engram","JAX","te","11","17","79.5","0","0","0","0","0","0","0","0","0","0","61.3777","41.7153","439.2902","2.4622","0.6133","0.3066","0.1393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","Randall Cobb","GB","wr","14","17","115.4","0","0","0","0","0","0","0","0.8281","2.9005","0.0206","72.3839","53.5511","619.9926","4.3504","0.4505","0.2253","0.1772","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","Logan Thomas","WAS","te","14","17","79.3","0","0","0","0","0","0","0","0","0","0","54.2617","38.6235","396.2186","3.3832","0.4554","0.2277","0.146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176","Jonnu Smith","NE","te","10","17","78.9","0","0","0","0","0","0","0","5.4643","35.9606","0.2355","52.6694","39.3272","354.2658","3.1299","0.542","0.271","0.1311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","Jalen Tolbert","DAL","wr","9","17","114.2","0","0","0","0","0","0","0","0","0","0","71.9355","46.5761","656.3052","4.2219","0.4529","0.2265","0.0936","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","Donovan Peoples-Jones","CLV","wr","9","17","112.9","0","0","0","0","0","0","0","0.8764","5.2831","0.0334","65.916","39.5268","669.4041","4.202","0.4667","0.2334","0.231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","K.J. Osborn","MIN","wr","7","17","112.6","0","0","0","0","0","0","0","0.858","5.1566","0.032","74.531","49.75","611.2207","4.3946","1.1563","0.5782","0.0728","261.4642","0.2959","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","Davis Mills","HST","qb","6","17","281.6","0","388.8702","606.1843","4292.2567","25.512","18.4541","44.0878","37.5646","203.532","1.3162","0","0","0","0","8.9511","4.4756","1.2499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","Alec Pierce","IND","wr","14","17","111.1","0","0","0","0","0","0","0","0","0","0","70.8467","44.4393","634.158","4.2262","0.4321","0.2161","0.1508","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","Austin Hooper","TEN","te","6","17","75","0","0","0","0","0","0","0","0","0","0","54.9097","40.2607","370.769","2.9478","0.3482","0.1741","0.1411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","DeAndre Hopkins","ARZ","wr","13","11","110.7","0","0","0","0","0","0","0","0.5199","1.9406","0.0163","69.5078","48.6015","607.679","4.2455","0.685","0.3425","0.0845","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","Albert Okwuegbunam","DEN","te","9","17","74.6","0","0","0","0","0","0","0","0","0","0","49.8692","37.4698","396.5297","2.6871","0.4997","0.2498","0.158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185","Zamir White","LV","rb","6","17","68.6","0","0","0","0","0","0","0","95.2522","361.1416","2.4374","14.5026","11.7984","89.3888","0.5204","0.759","0.3795","0.1358","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","Byron Pringle","CHI","wr","14","17","109.3","0","0","0","0","0","0","0","0.7789","4.1879","0.029","77.032","53.2607","583.4164","3.9511","0.4279","0.2139","0.125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187","James White","NE","rb","10","17","67.9","0","0","0","0","0","0","0","40.0718","160.663","1.7874","35.4606","28.6413","207.7929","1.027","0.5415","0.2708","0.0472","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"188","Darrel Williams","ARZ","rb","13","17","67.8","0","0","0","0","0","0","0","42.6459","161.1884","1.366","36.7191","30.1353","216.5132","1.0899","0.3727","0.1863","0.1942","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","Harrison Bryant","CLV","te","9","17","70.2","0","0","0","0","0","0","0","0","0","0","47.3771","34.1302","365.0053","2.776","0.5581","0.279","0.1365","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","Jared Goff","DET","qb","6","17","276","0","384.0142","593.1114","4145.0566","26.4196","9.997","36.6286","30.1045","88.1261","1.2907","0","0","0","0","7.9971","3.9985","1.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","Jamison Crowder","BUF","wr","7","17","106.1","0","0","0","0","0","0","0","0.3816","1.5992","0.0116","75.7078","54.7657","561.7386","3.6793","0.5559","0.278","0.2732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","Adam Trautman","NO","te","14","17","69.6","0","0","0","0","0","0","0","0","0","0","50.7148","37.0141","365.6916","2.3867","0.4964","0.2482","0.2076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","Samaje Perine","CIN","rb","10","17","64.5","0","0","0","0","0","0","0","46.1024","201.0289","1.4703","32.0026","26.4132","171.8149","0.8748","0.4691","0.2346","0.0691","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","Skyy Moore","KC","wr","8","17","105.4","0","0","0","0","0","0","0","0.7663","5.0994","0.0337","68.2519","45.7141","576.1513","4.0439","0.4538","0.2269","0.0941","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","Brevin Jordan","HST","te","6","17","67.5","0","0","0","0","0","0","0","0","0","0","47.6149","34.7069","351.28","2.4715","0.3907","0.1953","0.1835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","Sterling Shepard","NYG","wr","9","17","102.1","0","0","0","0","0","0","0","1.1954","5.0877","0.0446","74.8081","51.3969","534.354","3.6795","0.3873","0.1936","0.1679","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","John Metchie III","HST","wr","6","17","102.1","0","0","0","0","0","0","0","0.7083","4.7187","0.0275","71.9891","48.347","568.7749","3.3752","0.4787","0.2393","0.1792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","Donald Parham","LAC","te","8","17","65.6","0","0","0","0","0","0","0","0","0","0","42.6334","30.1604","349.9889","2.5661","0.3259","0.163","0.1481","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","DeVante Parker","NE","wr","10","17","101.4","0","0","0","0","0","0","0","0.9107","4.0508","0.0315","68.8353","44.6218","553.0488","3.8841","0.4618","0.2309","0.0797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","Khalil Herbert","CHI","rb","14","17","59.4","0","0","0","0","0","0","0","66.5933","273.2922","1.8442","17.6965","14.3091","110.7411","0.5106","0.842","0.421","0.0591","556.2287","0.3098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","James Robinson","JAX","rb","11","17","58.9","0","0","0","0","0","0","0","69.4888","298.4044","2.3217","13.5144","11.0915","76.5744","0.3037","0.5319","0.266","0.1623","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","Giovani Bernard","TB","rb","11","17","55.9","0","0","0","0","0","0","0","42.3418","169.3703","1.5957","23.5829","19.165","139.1552","0.9962","0.5105","0.2552","0.0614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","Nelson Agholor","NE","wr","10","17","95.8","0","0","0","0","0","0","0","1.8214","8.4264","0.0542","57.8842","34.762","548.2703","3.7312","0.2573","0.1286","0.0662","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","Geoff Swaim","TEN","te","6","17","57.5","0","0","0","0","0","0","0","0","0","0","39.8873","32.7744","260.6015","2.5039","0.3495","0.1747","0.077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","Anthony Firkser","ATL","te","14","17","57.2","0","0","0","0","0","0","0","0","0","0","41.0418","30.3473","305.4598","1.9061","0.3806","0.1903","0.124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","A.J. Green","ARZ","wr","13","17","93","0","0","0","0","0","0","0","0","0","0","61.8754","37.6099","521.3627","3.6748","0.2289","0.1145","0.0735","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","Zay Jones","JAX","wr","11","17","93","0","0","0","0","0","0","0","1.1208","5.5316","0.0363","69.8242","43.1499","513.1601","3.2207","0.3523","0.1761","0.1133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"208","Chuba Hubbard","CAR","rb","13","17","51.9","0","0","0","0","0","0","0","59.6977","228.4763","1.6035","17.1415","13.7595","104.4011","0.4786","1.6643","0.8321","0.0416","1329.7274","0.8292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","K.J. Hamler","DEN","wr","9","17","92.9","0","0","0","0","0","0","0","0.8351","4.6952","0.0307","64.0426","39.2632","517.7736","3.4717","0.3544","0.1772","0.1108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","Mecole Hardman","KC","wr","8","17","92.3","0","0","0","0","0","0","0","9.1959","54.468","0.3437","58.5879","42.6109","471.1916","2.8127","1.7009","0.8505","0.1457","1119.907","0.9115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211","Sony Michel","MIA","rb","11","17","51.1","0","0","0","0","0","0","0","71.5316","296.8469","2.048","8.0714","6.5403","46.2613","0.2312","0.3915","0.1958","0.0308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212","Jeff Wilson Jr.","SF","rb","9","17","50.9","0","0","0","0","0","0","0","51.8321","218.2659","2.2283","11.8686","9.5408","72.106","0.663","0.6031","0.3015","0.0313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","Darius Slayton","NYG","wr","9","17","91.2","0","0","0","0","0","0","0","0.3985","2.1782","0.0156","61.798","34.8105","517.8731","3.6302","0.3873","0.1937","0.0496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"214","Jeremy Sprinkle","DAL","te","9","17","55.1","0","0","0","0","0","0","0","0","0","0","38.688","28.253","281.407","2.1308","0.3301","0.165","0.0849","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","George Pickens","PIT","wr","9","17","90.7","0","0","0","0","0","0","0","0","0","0","60.8468","37.9865","521.2016","3.2628","0.3694","0.1847","0.1018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"216","Kenneth Gainwell","PHI","rb","7","17","49.6","0","0","0","0","0","0","0","59.3076","239.6537","1.9462","11.4188","9.144","72.0674","0.4052","0.7796","0.3898","0.0919","354.5453","0.2266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"217","Daniel Bellinger","NYG","te","9","17","53.1","0","0","0","0","0","0","0","0","0","0","36.8619","26.6412","278.7709","1.9766","0.3157","0.1578","0.0791","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","Durham Smythe","MIA","te","11","17","52.5","0","0","0","0","0","0","0","0","0","0","37.4745","30.1588","260.4083","1.8835","0.3102","0.1551","0.1196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"219","Chris Evans","CIN","rb","10","17","46.2","0","0","0","0","0","0","0","32.8187","137.5614","1.0125","18.2872","14.4842","130.2791","1.028","0.3501","0.1751","0.0525","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220","C.J. Uzomah","NYJ","te","10","17","50.8","0","0","0","0","0","0","0","0","0","0","35.0458","26.5986","261.1912","1.8874","0.2591","0.1295","0.1047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
