"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"11","Leonard Fournette","TB","rb","11","17","268.3","47","0","0","0","0","0","0","226.3503","932.8464","8.9529","74.6793","61.018","454.5278","2.5162","0.9874","0.4937","0.127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","D'Andre Swift","DET","rb","6","17","256.1","43","0","0","0","0","0","0","230.0713","943.9356","8.3839","71.9217","59.4732","402.5058","2.0942","2.2238","1.1119","0.1343","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Ezekiel Elliott","DAL","rb","9","17","250.8","42","0","0","0","0","0","0","230.4897","954.8654","8.7697","65.286","53.1359","373.9532","2.1073","3.432","1.716","0.601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Saquon Barkley","NYG","rb","9","17","246.3","40","0","0","0","0","0","0","283.7185","1121.7782","9.9486","49.874","40.5044","271.0281","1.289","2.3932","1.1966","0.1296","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Mark Andrews","BLT","te","10","17","257.8","39","0","0","0","0","0","0","0.9058","4.8111","0.0336","136.8986","93.1009","1158.4708","7.9674","1.3959","0.6979","0.5278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Joe Mixon","CIN","rb","10","17","241.4","39","0","0","0","0","0","0","259.4238","1052.8862","9.569","50.2898","41.482","278.6422","1.6808","1.656","0.828","0.0613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Ja'Marr Chase","CIN","wr","10","17","300.1","38","0","0","0","0","0","0","6.2512","38.7877","0.2312","141.7258","93.0625","1462.9648","9.2676","1.2438","0.6219","0.2534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Stefon Diggs","BUF","wr","7","17","294.5","37","0","0","0","0","0","0","1.5265","6.2934","0.0418","155.0208","107.8029","1296.5814","9.2835","0.5974","0.2987","0.3954","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Davante Adams","LV","wr","6","17","292.5","36","0","0","0","0","0","0","1.6213","6.6957","0.0574","154.3074","110.7669","1238.2811","9.4874","0.6285","0.3143","0.1405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Aaron Jones","GB","rb","14","17","230.9","35","0","0","0","0","0","0","185.4873","825.5979","7.7921","62.1247","50.4485","373.8674","2.4562","2.2127","1.1064","0.067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","CeeDee Lamb","DAL","wr","9","17","288.3","35","0","0","0","0","0","0","8.2163","50.999","0.371","146.8936","98.5051","1314.0488","8.5722","1.4921","0.7461","0.1713","251.1289","0.2734","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Travis Etienne","JAX","rb","11","17","225.9","34","0","0","0","0","0","0","211.0814","892.7131","6.2908","62.5039","50.7078","379.3767","1.7789","1.9399","0.9699","0.2524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","James Conner","ARZ","rb","13","17","223.5","33","0","0","0","0","0","0","189.4926","756.2612","8.5572","59.6686","49.3566","359.3708","1.9523","2.1947","1.0974","0.2958","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Mike Evans","TB","wr","11","17","277.5","31","0","0","0","0","0","0","0","0","0","138.8772","89.9664","1251.5686","10.3613","0.4217","0.2108","0.1999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Josh Allen","BUF","qb","7","17","414.4","31","410.4303","630.9976","4735.8932","32.7339","15.4025","35.2503","142.6684","682.5311","7.2993","0","0","0","0","10.6234","5.3117","1.3618","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Tyreek Hill","MIA","wr","11","17","273.9","30","0","0","0","0","0","0","18.3824","76.2829","1.1846","132.0256","91.7658","1196.1665","8.0035","0.9761","0.488","0.1163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","David Montgomery","CHI","rb","14","17","212.6","30","0","0","0","0","0","0","225.8721","931.0548","7.0414","47.3642","38.2402","304.5466","1.3734","1.1792","0.5896","0.4392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Nick Chubb","CLV","rb","9","17","212.6","30","0","0","0","0","0","0","234.4322","1151.0977","8.991","27.3155","22.3812","164.7932","0.8658","1.2542","0.6271","0.0359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","George Kittle","SF","te","9","17","227","29","0","0","0","0","0","0","0","0","0","112.7522","82.7084","1076.2271","6.1332","1.1145","0.5572","0.2288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Javonte Williams","DEN","rb","9","17","205.5","28","0","0","0","0","0","0","197.9197","872.7381","6.0873","51.969","42.5518","296.5524","1.6977","1.9691","0.9845","0.1435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Lamar Jackson","BLT","qb","10","17","395.8","26","347.1305","529.7337","3881.268","24.9761","8.059","48.7244","175.9927","1078.4057","7.3646","0","0","0","0","11.1","5.55","1.1055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Deebo Samuel","SF","wr","9","17","257.6","25","0","0","0","0","0","0","30.2736","185.9246","2.0765","111.7631","79.1165","1120.8283","5.9668","1.4344","0.7172","0.1433","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Josh Jacobs","LV","rb","6","17","197.8","25","0","0","0","0","0","0","205.5015","810.8524","7.0889","48.1486","39.6226","280.9197","1.1795","1.4297","0.7149","0.0355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Cordarrelle Patterson","ATL","rb","14","17","197.1","25","0","0","0","0","0","0","155.3992","643.8194","4.9516","59.0328","46.6329","427.3099","2.3574","1.5026","0.7513","0.124","1150.3471","0.5309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Kyle Pitts","ATL","te","14","17","210.2","24","0","0","0","0","0","0","4.5372","28.7051","0.1528","110.7567","71.4155","1077.1363","4.5018","0.7283","0.3642","0.2991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","D.J. Moore","CAR","wr","13","17","252.4","24","0","0","0","0","0","0","6.2429","40.7903","0.1544","138.4721","87.7042","1212.4487","6.3563","0.7838","0.3919","0.364","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Cam Akers","LA","rb","7","17","190.7","23","0","0","0","0","0","0","215.0825","860.6744","6.8371","37.1265","29.6887","254.2837","1.5716","2.2532","1.1266","0.1032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Tee Higgins","CIN","wr","10","17","250.1","23","0","0","0","0","0","0","0","0","0","128.5819","83.3444","1189.6217","7.8951","0.9298","0.4649","0.4628","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Jalen Hurts","PHI","qb","7","17","387.1","23","343.3084","562.5663","4137.6905","26.603","13.2857","43.7324","164.268","782.1849","9.5227","0","0","0","0","16.9894","8.4947","0.8011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Keenan Allen","LAC","wr","8","17","248.4","22","0","0","0","0","0","0","0","0","0","138.8631","102.85","1031.0705","7.1062","1.5978","0.7989","0.28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Terry McLaurin","WAS","wr","14","17","247.5","22","0","0","0","0","0","0","2.0257","12.5082","0.0779","130.8994","89.991","1099.2304","7.6488","0.7689","0.3845","0.1657","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","J.K. Dobbins","BLT","rb","10","17","186.6","22","0","0","0","0","0","0","179.7915","816.8507","7.3105","37.9719","30.7108","238.2993","1.0821","1.8218","0.9109","0.447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","A.J. Brown","PHI","wr","7","17","242.6","21","0","0","0","0","0","0","2.0737","14.3416","0.1096","125.088","77.8684","1150.6667","7.9464","0.4713","0.2356","0.0797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Melvin Gordon III","DEN","rb","9","17","181.3","20","0","0","0","0","0","0","179.965","783.4652","8.0752","34.646","28.2144","199.8975","1.2469","2.5386","1.2693","0.0546","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Michael Pittman Jr.","IND","wr","14","17","239.1","20","0","0","0","0","0","0","5.2516","31.1683","0.1941","126.1957","86.885","1076.1422","6.7435","1.0943","0.5472","0.194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Elijah Mitchell","SF","rb","9","17","178.5","19","0","0","0","0","0","0","202.2827","884.132","6.9356","30.6607","25.1527","178.9991","0.9427","0.8791","0.4396","0.0948","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Clyde Edwards-Helaire","KC","rb","8","17","177.6","19","0","0","0","0","0","0","140.2369","595.6326","5.1673","53.1519","43.3639","320.4124","1.9797","1.1885","0.5942","0.1942","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Patrick Mahomes","KC","qb","8","17","370.7","18","418.1157","647.3704","4799.7675","32.7487","7.8522","35.8015","86.5448","370.2074","3.3976","0","0","0","0","9.2788","4.6394","1.4155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Brandin Cooks","HST","wr","6","17","232.8","18","0","0","0","0","0","0","1.7707","6.5918","0.0783","125.2724","84.5417","1081.3379","6.4733","0.4717","0.2358","0.1771","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Tony Pollard","DAL","rb","9","17","172.9","18","0","0","0","0","0","0","152.2183","717.2256","4.8866","47.151","38.8853","266.0058","1.1876","1.6899","0.845","0.0673","990.0204","0.5725","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Darren Waller","LV","te","6","17","186","17","0","0","0","0","0","0","0","0","0","100.9379","71.1397","808.6181","5.5646","0.8598","0.4299","0.5189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","D.K. Metcalf","SEA","wr","11","17","228.8","16","0","0","0","0","0","0","0.7376","4.1546","0.0241","119.1596","76.0583","1106.3564","6.9627","0.8654","0.4327","0.1123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","A.J. Dillon","GB","rb","14","17","168.5","16","0","0","0","0","0","0","170.9961","698.6903","4.9863","41.6065","33.8955","262.2957","1.5229","1.7028","0.8514","0.1343","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Tom Brady","TB","qb","11","17","361.9","15","464.0421","682.3791","5070.4178","38.3667","7.3878","26.5466","28.5585","15.6886","1.8821","0","0","0","0","5.2173","2.6087","1.3791","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Mike Williams","LAC","wr","8","17","224.3","15","0","0","0","0","0","0","0","0","0","116.3283","71.9249","1101.5918","6.9903","0.4071","0.2035","0.2466","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Gabriel Davis","BUF","wr","7","17","223.7","15","0","0","0","0","0","0","0.7633","4.5483","0.0291","111.1583","64.8471","1120.1635","7.7114","0.6828","0.3414","0.147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Russell Gage","TB","wr","11","17","221.2","14","0","0","0","0","0","0","0.3957","2.0648","0.014","120.5349","83.0998","953.2325","7.0765","1.0072","0.5036","0.247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Miles Sanders","PHI","rb","7","17","161.4","14","0","0","0","0","0","0","171.7016","752.8752","4.5113","40.4849","33.4155","210.7301","0.74","2.0701","1.0351","0.585","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Justin Herbert","LAC","qb","8","17","358.1","14","427.8344","645.8429","4706.3789","30.9431","12.7233","36.344","82.931","310.0873","4.7383","0","0","0","0","6.4655","3.2328","1.2736","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Kareem Hunt","CLV","rb","9","17","160.4","14","0","0","0","0","0","0","123.1317","549.0586","5.5043","42.2617","34.4935","269.768","1.8256","1.0374","0.5187","0.299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Tyler Lockett","SEA","wr","11","17","219.6","14","0","0","0","0","0","0","1.844","8.3495","0.0628","108.9613","79.3805","1018.324","6.1368","0.6365","0.3182","0.3393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Kyler Murray","ARZ","qb","13","17","356.6","13","408.2383","615.1685","4143.2983","27.3993","11.8456","43.2929","109.9811","604.2332","5.7736","0","0","0","0","9.779","4.8895","1.4729","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Amon-Ra St. Brown","DET","wr","6","17","219.2","13","0","0","0","0","0","0","6.5617","42.7056","0.2967","119.6864","89.7622","890.6289","5.7078","0.791","0.3955","0.2194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Dalton Schultz","DAL","te","9","17","174.7","13","0","0","0","0","0","0","0","0","0","93.093","70.221","724.8559","5.2933","0.5258","0.2629","0.2503","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Drake London","ATL","wr","14","17","216.7","13","0","0","0","0","0","0","0","0","0","120.8766","82.0919","1005.1078","5.6513","0.7983","0.3991","0.2765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Chase Edmonds","MIA","rb","11","17","156.8","13","0","0","0","0","0","0","123.0823","525.1209","3.92","50.1582","40.6644","308.8272","1.6184","1.3424","0.6712","0.0889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Antonio Gibson","WAS","rb","14","17","154.6","12","0","0","0","0","0","0","155.5734","660.4135","6.2589","34.1233","28.2678","181.2561","0.8336","2.3427","1.1713","0.3749","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Damien Harris","NE","rb","10","17","154.3","12","0","0","0","0","0","0","194.8948","843.2158","7.4964","16.1659","13.1424","101.0636","0.4214","1.7219","0.8609","0.0587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Rashod Bateman","BLT","wr","10","17","213.5","12","0","0","0","0","0","0","1.8115","11.4897","0.073","114.4152","77.9391","967.7161","6.2103","0.6797","0.3399","0.1488","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Allen Robinson II","LA","wr","7","17","208.6","10","0","0","0","0","0","0","1.6609","6.8667","0.0609","116.7688","76.4333","885.3101","7.0349","0.4524","0.2262","0.3172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Dallas Goedert","PHI","te","7","17","164.8","10","0","0","0","0","0","0","0","0","0","84.0841","59.5611","773.5553","4.6385","0.6698","0.3349","0.195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Breece Hall","NYJ","rb","10","17","147.4","10","0","0","0","0","0","0","174.6526","689.6504","4.919","30.8612","24.9803","187.0266","0.9341","1.4269","0.7135","0.1871","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Hunter Renfrow","LV","wr","6","17","205.2","9","0","0","0","0","0","0","3.2426","18.1869","0.1226","107.8992","80.986","857.4437","5.9799","0.7342","0.3671","0.2205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Jaylen Waddle","MIA","wr","11","17","204.2","9","0","0","0","0","0","0","4.7954","29.9636","0.2696","115.8827","83.5197","841.9073","5.4229","2.0275","1.0138","0.1949","1253.0955","0.8839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Amari Cooper","CLV","wr","9","17","203.6","9","0","0","0","0","0","0","0.8764","3.9199","0.025","110.2929","73.8236","925.6926","6.1261","0.6299","0.315","0.1325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Rashaad Penny","SEA","rb","11","17","143.1","8","0","0","0","0","0","0","156.0053","771.0865","4.8689","23.6172","19.3944","139.624","0.609","0.9594","0.4797","0.1216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Tyler Higbee","LA","te","7","17","158.5","8","0","0","0","0","0","0","0","0","0","86.8281","64.8592","650.3154","4.7243","0.7163","0.3581","0.3239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Michael Thomas","NO","wr","14","17","201.1","8","0","0","0","0","0","0","0.8556","3.9673","0.0286","107.122","76.9806","894.9004","5.6394","0.6601","0.33","0.2781","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
